ID,Gender,Car_Owner,Property_Owner,Children,Annual_Income,Income_Type,Education,Marital_Status,Housing_Type,Mobile_ph,Work_ph,ph,Email_Id,Occupation_Type,Family_Members,Age,Work_Experience,Outcome
223,F,N,Y,0,67050,Pensioner,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,2,67,0,0
224,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,30,1.128767123,0
225,F,N,N,2,73350,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,4,39,19.36438356,0
226,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,47,4.895890411,0
227,F,Y,N,0,144000,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,HR staff,1,39,3.684931507,0
228,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,34,10.18356164,0
229,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,2,40,2.871232877,0
230,F,Y,N,1,292500,State servant,Higher education,Married,House / apartment,1,0,1,0,Core staff,3,44,7.306849315,0
231,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,27,7.139726027,0
232,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1,1,0,0,Laborers,1,27,5.849315068,0
234,F,N,Y,0,157500,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Sales staff,1,51,4.202739726,0
235,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,42,6.934246575,0
236,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,27,6.331506849,0
237,F,N,N,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Core staff,4,33,3.624657534,0
238,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2,43,13.86575342,0
239,F,N,Y,0,193500,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,1,Laborers,1,52,6.063013699,0
240,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,Sales staff,1,29,5.895890411,0
241,F,Y,Y,0,108000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,1,Cleaning staff,1,47,2.534246575,0
242,M,N,Y,1,380250,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,42,12.35342466,0
243,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Laborers,2,40,4.252054795,0
244,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,1,0,1,0,Managers,2,40,4.298630137,0
245,M,Y,N,0,270000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,64,0,0
246,M,N,Y,1,292500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,46,4.6,0
247,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,2,57,19.97191781,0
248,F,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Medicine staff,4,37,17.36164384,0
249,F,N,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,2,46,0.265753425,0
250,F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Secretaries,1,30,3.347945205,0
251,M,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Sales staff,1,23,1.454794521,0
252,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,63,0,0
253,F,N,N,1,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,2,44,19.97191781,0
254,M,N,Y,2,360000,State servant,Higher education,Married,House / apartment,1,0,1,0,Managers,4,44,15.44931507,0
255,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,57,4.865753425,0
256,F,Y,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,59,0,0
257,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,52,15.0630137,0
258,F,Y,N,0,121500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,64,0,0
259,M,N,Y,0,202500,Commercial associate,Lower secondary,Married,Rented apartment,1,0,1,0,Sales staff,2,27,5.301369863,0
260,F,Y,N,0,112500,State servant,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Secretaries,1,54,16.10958904,0
261,F,Y,Y,2,135000,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,4,34,1.260273973,0
262,F,N,Y,0,103500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,2,47,4.298630137,0
263,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,54,12.41643836,0
264,M,Y,N,0,337500,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Core staff,1,31,9.065753425,0
265,F,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,57,10.6109589,0
266,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,59,0,0
267,F,N,N,0,157500,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,32,0.942465753,0
268,M,Y,N,0,360000,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,27,5.268493151,0
269,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,34,1.654794521,0
270,M,Y,Y,0,337500,Working,Higher education,Separated,House / apartment,1,0,0,0,Laborers,1,36,1.6,0
271,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,47,0,0
272,F,N,N,1,360000,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Sales staff,3,41,5.265753425,0
273,F,N,Y,2,156816.7818,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,3,40,4.098630137,0
274,F,Y,Y,1,380250,State servant,Higher education,Married,House / apartment,1,0,1,1,Core staff,3,49,1.939726027,0
275,F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1,53,19.97191781,0
276,M,N,N,0,270000,Working,Secondary / secondary special,Married,With parents,1,1,1,0,Laborers,2,32,1.704109589,0
277,F,N,N,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Sales staff,1,43,14.27123288,0
278,F,Y,Y,0,380250,Pensioner,Higher education,Widow,House / apartment,1,0,1,0,Drivers,1,61,0,0
279,F,N,Y,0,157500,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,High skill tech staff,2,64,0,0
280,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Sales staff,1,35,17.18630137,0
281,M,Y,N,0,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,57,7.457534247,0
282,F,N,N,0,112500,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,Medicine staff,2,47,19.97191781,0
283,F,N,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,2,53,2.043835616,0
284,F,N,N,0,157500,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Sales staff,1,25,2.846575342,0
285,M,Y,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,33,3.621917808,0
286,F,N,Y,0,94500,Commercial associate,Incomplete higher,Married,House / apartment,1,1,1,0,Sales staff,2,38,9.473972603,0
287,M,N,N,0,81000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Low-skill Laborers,2,39,0.432876712,0
288,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,46,6.731506849,0
289,F,N,Y,2,198000,Commercial associate,Incomplete higher,Separated,House / apartment,1,0,0,0,Managers,3,43,7.701369863,0
290,F,N,N,2,180000,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,4,37,19.22739726,0
291,M,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Drivers,2,47,5.550684932,0
292,F,N,Y,0,67500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,2,50,0.515068493,0
293,F,N,Y,1,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Realty agents,3,33,8.128767123,0
294,F,N,N,1,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Sales staff,2,30,8.673972603,0
295,F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,3,33,13.99178082,0
296,M,Y,N,0,306000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,44,4.517808219,0
297,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,3,45,10.12054795,0
298,F,N,Y,2,270000,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Laborers,4,30,10.12876712,0
299,F,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,40,12.59178082,0
300,M,N,Y,1,234000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,33,4.789041096,0
301,M,N,N,2,171000,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Core staff,4,38,15.54520548,0
302,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,28,4.608219178,0
303,F,N,N,0,94500,Working,Higher education,Married,House / apartment,1,0,0,0,Security staff,2,46,0.536986301,0
304,F,N,N,0,117000,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Sales staff,1,27,1.452054795,0
305,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,58,4.646575342,0
306,F,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,54,5.939726027,0
307,F,N,N,0,54000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Accountants,1,55,0,0
308,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,59,0,0
309,M,Y,Y,0,85500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2,61,0,0
310,M,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,47,4.517808219,0
311,F,N,Y,0,166500,State servant,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,2,65,19.97191781,0
312,M,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Core staff,1,23,4.134246575,0
313,F,N,Y,0,247500,Commercial associate,Higher education,Separated,Rented apartment,1,0,0,0,Core staff,1,47,3.690410959,0
314,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,28,3.849315068,0
315,F,Y,N,0,72000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,2,42,0.621917808,0
316,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Core staff,1,49,19.97191781,0
317,M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,26,4.123287671,0
318,M,Y,N,0,270000,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,51,13.92876712,0
319,F,Y,N,0,202500,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,38,7.95890411,0
320,F,Y,N,2,360000,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Accountants,4,35,6.063013699,0
321,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,34,0.975342466,0
322,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2,49,4.709589041,0
323,F,N,Y,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Drivers,2,56,10.08219178,0
324,F,Y,Y,0,237465.8085,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2,47,2.635616438,0
325,F,N,N,0,157500,Working,Higher education,Separated,House / apartment,1,0,0,0,Medicine staff,1,47,8.219178082,0
326,M,Y,N,0,202500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,32,11.71232877,0
327,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,65,0,0
328,F,N,Y,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,62,0,0
329,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Drivers,1,57,0,0
330,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,50,0.301369863,0
331,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Cleaning staff,1,55,5.693150685,0
332,F,Y,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,45,19.97191781,0
333,M,N,N,1,315000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,3,50,0.301369863,0
334,F,N,Y,0,167400,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2,52,0,0
335,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,1,63,0,0
336,M,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,64,0,0
337,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,40,12.03287671,0
338,F,N,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,34,0.345205479,0
339,M,Y,Y,0,153000,Working,Higher education,Separated,With parents,1,0,0,1,Managers,1,55,19.97191781,0
340,F,N,Y,0,380250,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Private service staff,1,37,8.638356164,0
341,F,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,With parents,1,1,1,0,Sales staff,2,39,0.380821918,0
342,F,Y,N,1,360000,Working,Higher education,Widow,House / apartment,1,0,0,1,Managers,2,45,11.02191781,0
343,F,N,Y,0,247500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,64,0,0
344,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,64,13.39178082,0
345,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Laborers,1,61,0,0
346,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,1,62,0,0
348,F,N,Y,0,90000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Accountants,1,52,9.093150685,0
349,F,N,Y,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Private service staff,3,28,5.38630137,0
350,F,Y,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,62,0,0
351,M,Y,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,39,0.547945205,0
352,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,61,0,0
353,M,Y,Y,2,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,4,42,16.77534247,0
354,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Private service staff,3,29,0.320547945,0
355,M,Y,Y,1,380250,Working,Higher education,Married,Office apartment,1,0,0,0,Managers,3,51,7.191780822,0
356,F,N,Y,0,90000,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,52,4.830136986,0
357,F,N,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3,57,10.10684932,0
358,F,N,N,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,42,9.353424658,0
359,F,N,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,Core staff,3,27,7.97260274,0
360,F,N,Y,0,243000,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,Laborers,2,47,9.347945205,0
361,M,Y,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,26,3.032876712,0
362,F,N,Y,0,112500,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,60,0,0
363,F,N,Y,1,234000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,2,57,19.97191781,0
364,F,N,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,54,9.884931507,0
365,F,Y,Y,2,121500,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Core staff,4,31,0.276712329,0
366,F,Y,Y,0,121500,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Accountants,2,55,8.852054795,0
367,M,Y,N,1,270000,Working,Higher education,Married,Rented apartment,1,0,1,0,Laborers,3,30,0.556164384,0
